count,lang,rel_lang,rel_type
4,Sindhi,Arabic,derived_from
1,Sindhi,Arabic,has_root
2,Sindhi,English,borrowed_from
1,Sindhi,Proto-Indo-Iranian,inherited_from
1,Sindhi,Proto-Indo-European,inherited_from
1,Sindhi,Proto-Indo-European,has_root
1,Sindhi,Proto-Indo-European,etymologically_related_to
1,Sindhi,Proto-Indo-Aryan,inherited_from
3,Sindhi,Urdu,etymologically_related_to
8,Sindhi,Sindhi,etymologically_related_to
2,Sindhi,Sindhi,has_affix
1,Sindhi,Ancient Greek,etymologically_related_to
1,Sindhi,Punjabi,etymologically_related_to
2,Sindhi,Ashokan Prakrit,inherited_from
1,Sindhi,Sauraseni Prakrit,etymologically_related_to
3,Muduapa,Proto-Austronesian,inherited_from
1,Muduapa,Proto-Oceanic,inherited_from
1,Muduapa,Proto-Malayo-Polynesian,inherited_from
3,Megleno-Romanian,Albanian,etymologically_related_to
33,Megleno-Romanian,Latin,inherited_from
5,Megleno-Romanian,Latin,etymologically_related_to
2,Megleno-Romanian,Latin,derived_from
12,Megleno-Romanian,Romanian,etymologically_related_to
2,Megleno-Romanian,Proto-Italic,inherited_from
2,Megleno-Romanian,Proto-Indo-European,inherited_from
2,Megleno-Romanian,Proto-Indo-European,derived_from
2,Megleno-Romanian,Proto-Slavic,derived_from
6,Megleno-Romanian,Vulgar Latin,inherited_from
1,Megleno-Romanian,Ancient Greek,derived_from
1,Megleno-Romanian,Ancient Greek,borrowed_from
6,Megleno-Romanian,Aromanian,etymologically_related_to
2,Megleno-Romanian,Bulgarian,borrowed_from
4,Isan,Proto-Southwestern Tai,inherited_from
8,Isan,Isan,compound_of
2,Isan,Isan,etymologically_related_to
4,Isan,Isan,has_affix
5,Isan,Ahom,etymologically_related_to
10,Isan,Proto-Tai,inherited_from
3,Isan,Shan,etymologically_related_to
3,Isan,Lao,etymologically_related_to
3,Isan,Thai,etymologically_related_to
1,Wallisian,Proto-Oceanic,inherited_from
1,Wallisian,Proto-Central-Eastern Malayo-Polynesian,derived_from
2,Wallisian,Proto-Malayo-Polynesian,inherited_from
2,Wallisian,Proto-Austronesian,inherited_from
2,Wallisian,English,derived_from
4,Wallisian,Proto-Polynesian,inherited_from
1,Wallisian,Proto-Polynesian,derived_from
1,Wallisian,Wallisian,compound_of
1,Wallisian,French,derived_from
16,San Juan Colorado Mixtec,Proto-Mixtec,inherited_from
10,San Juan Colorado Mixtec,Spanish,borrowed_from
2,San Juan Colorado Mixtec,Spanish,calque_of
3,San Juan Colorado Mixtec,San Juan Colorado Mixtec,compound_of
1,San Juan Colorado Mixtec,San Juan Colorado Mixtec,etymologically_related_to
1,San Juan Colorado Mixtec,Latin,derived_from
37,San Miguel el Grande Mixtec,Proto-Mixtec,inherited_from
5,San Miguel el Grande Mixtec,Spanish,borrowed_from
2,Baluchi,Proto-Indo-European,has_root
29,Baluchi,Proto-Indo-European,inherited_from
14,Baluchi,Proto-Indo-European,derived_from
3,Baluchi,Proto-Indo-European,etymologically_related_to
48,Baluchi,Proto-Iranian,inherited_from
2,Baluchi,Proto-Iranian,derived_from
3,Baluchi,Proto-Iranian,etymologically_related_to
39,Baluchi,Proto-Indo-Iranian,inherited_from
4,Baluchi,Proto-Indo-Iranian,derived_from
12,Baluchi,Persian,borrowed_from
7,Baluchi,Persian,etymologically_related_to
3,Baluchi,Baluchi,doublet_with
6,Baluchi,Baluchi,etymologically_related_to
1,Baluchi,Hindi,borrowed_from
1,Baluchi,Hindi,etymologically_related_to
1,Baluchi,Urdu,derived_from
1,Baluchi,Urdu,etymologically_related_to
1,Baluchi,English,etymologically_related_to
7,Baluchi,Arabic,borrowed_from
2,Baluchi,Arabic,has_root
4,Baluchi,Arabic,derived_from
2,Baluchi,Central Kurdish,etymologically_related_to
9,Tunisian Arabic,Arabic,inherited_from
2,Tunisian Arabic,Arabic,derived_from
30,Moksha,Proto-Uralic,inherited_from
6,Moksha,Proto-Uralic,etymologically_related_to
3,Moksha,Proto-Uralic,derived_from
4,Moksha,Livonian,etymologically_related_to
265,Moksha,Moksha,has_affix
72,Moksha,Moksha,etymologically_related_to
120,Moksha,Moksha,has_prefix_with_root
120,Moksha,Moksha,has_suffix
49,Moksha,Moksha,compound_of
4,Moksha,Proto-Finno-Ugric,inherited_from
8,Moksha,Russian,borrowed_from
8,Moksha,Russian,etymologically_related_to
1,Moksha,Russian,derived_from
1,Moksha,Russian,calque_of
5,Moksha,Estonian,etymologically_related_to
7,Moksha,Finnish,etymologically_related_to
12,Moksha,Erzya,etymologically_related_to
1,Moksha,Proto-Mordvinic,inherited_from
2,Moksha,Hungarian,etymologically_related_to
1,Moksha,Eastern Mari,etymologically_related_to
1,Moksha,Votic,etymologically_related_to
2,Highland Popoluca,Latin,derived_from
12,Highland Popoluca,Spanish,borrowed_from
3,Highland Popoluca,Spanish,etymologically_related_to
1,Highland Popoluca,Spanish,derived_from
5,Highland Popoluca,Undetermined,etymologically_related_to
6,Highland Popoluca,Proto-Mixe-Zoque,inherited_from
1,Highland Popoluca,Proto-Mixe-Zoque,derived_from
29,Highland Popoluca,Highland Popoluca,compound_of
1,Highland Popoluca,Highland Popoluca,etymologically_related_to
2,Highland Popoluca,Highland Popoluca,has_prefix_with_root
2,Highland Popoluca,Highland Popoluca,has_suffix
1,Highland Popoluca,Classical Nahuatl,compound_of
3,Luo,Swahili,borrowed_from
1,Luo,English,derived_from
1,Luo,Luo,etymologically_related_to
6,Rhine Franconian,Old High German,inherited_from
5,Rhine Franconian,Old High German,etymologically_related_to
1,Rhine Franconian,Proto-Germanic,derived_from
2,Rhine Franconian,Proto-Germanic,inherited_from
1,Rhine Franconian,Proto-Germanic,etymologically_related_to
1,Rhine Franconian,Proto-Indo-European,derived_from
1,Rhine Franconian,Proto-Indo-European,inherited_from
3,Rhine Franconian,Middle High German,inherited_from
1,Rhine Franconian,Middle High German,etymologically_related_to
1,Rhine Franconian,French,borrowed_from
1,Unserdeutsch,German,derived_from
1,Unserdeutsch,German,etymologically_related_to
1,Cherokee,English,borrowed_from
5,Cherokee,Cherokee,etymologically_related_to
3,Cherokee,Latin,derived_from
1,Cherokee,Arabic,etymologically_related_to
1,Cherokee,Arabic,derived_from
9,Balkan Romani,Romani,inherited_from
7,Balkan Romani,Sanskrit,inherited_from
2,Balkan Romani,Sanskrit,etymologically_related_to
2,Balkan Romani,Sauraseni Prakrit,inherited_from
1,Balkan Romani,Proto-Indo-Aryan,inherited_from
1,Balkan Romani,Proto-Indo-Iranian,inherited_from
1,Balkan Romani,Proto-Indo-European,inherited_from
1,Balkan Romani,Serbo-Croatian,borrowed_from
10,Baltic Romani,Romani,inherited_from
7,Baltic Romani,Sanskrit,inherited_from
2,Baltic Romani,Sanskrit,etymologically_related_to
2,Baltic Romani,Sauraseni Prakrit,inherited_from
1,Baltic Romani,Proto-Indo-Aryan,inherited_from
1,Baltic Romani,Proto-Indo-Iranian,inherited_from
1,Baltic Romani,Proto-Indo-European,inherited_from
10,Carpathian Romani,Romani,inherited_from
1,Carpathian Romani,Prakrit,inherited_from
7,Carpathian Romani,Sanskrit,inherited_from
1,Carpathian Romani,Sanskrit,etymologically_related_to
1,Carpathian Romani,Sauraseni Prakrit,inherited_from
1,Carpathian Romani,Proto-Indo-Aryan,inherited_from
1,Carpathian Romani,Proto-Indo-Iranian,inherited_from
1,Carpathian Romani,Proto-Indo-European,inherited_from
8,Vlax Romani,Romani,inherited_from
7,Vlax Romani,Sanskrit,inherited_from
2,Vlax Romani,Sanskrit,etymologically_related_to
2,Vlax Romani,Sauraseni Prakrit,inherited_from
1,Vlax Romani,Proto-Indo-Aryan,inherited_from
1,Vlax Romani,Proto-Indo-Iranian,inherited_from
1,Vlax Romani,Proto-Indo-European,inherited_from
10,Buryat,Russian,borrowed_from
9,Buryat,Russian,derived_from
1,Buryat,Russian,etymologically_related_to
7,Buryat,Latin,derived_from
4,Buryat,Ancient Greek,derived_from
6,Buryat,Classical Mongolian,borrowed_from
1,Buryat,Classical Mongolian,derived_from
1,Buryat,Mandarin,borrowed_from
2,Buryat,Mandarin,derived_from
203,Buryat,Proto-Mongolic,inherited_from
5,Buryat,Proto-Mongolic,etymologically_related_to
1,Buryat,Proto-Mongolic,derived_from
9,Buryat,Buryat,etymologically_related_to
2,Buryat,Buryat,compound_of
8,Buryat,Buryat,has_prefix_with_root
8,Buryat,Buryat,has_suffix
1,Buryat,Common Turkic,derived_from
1,Buryat,Middle Mongolian,derived_from
3,Buryat,Old East Slavic,derived_from
3,Buryat,Proto-Turkic,derived_from
1,Buryat,Mongolian,etymologically_related_to
1,Buryat,Mongolian,calque_of
3,Buryat,Sanskrit,derived_from
1,Buryat,Sanskrit,etymologically_related_to
1,Buryat,Classical Tibetan,derived_from
2,Buryat,Tibetan,derived_from
1,Buryat,Proto-Slavic,derived_from
190,Kalmyk,Proto-Mongolic,inherited_from
7,Kalmyk,Proto-Mongolic,etymologically_related_to
1,Kalmyk,Proto-Mongolic,derived_from
33,Kalmyk,Written Oirat,inherited_from
2,Kalmyk,Written Oirat,etymologically_related_to
1,Kalmyk,Mongolian,borrowed_from
4,Kalmyk,Mongolian,etymologically_related_to
2,Kalmyk,Proto-Turkic,derived_from
6,Kalmyk,Buryat,etymologically_related_to
1,Kalmyk,Kalmyk,has_suffix
1,Kalmyk,Nogai,borrowed_from
1,Kalmyk,Kazakh,borrowed_from
1,Kalmyk,Russian,derived_from
89,Khakas,Proto-Turkic,inherited_from
32,Khakas,Proto-Turkic,derived_from
6,Khakas,Proto-Turkic,etymologically_related_to
2,Khakas,Common Turkic,inherited_from
8,Khakas,Russian,borrowed_from
1,Khakas,Russian,etymologically_related_to
26,Khakas,Kyrgyz,etymologically_related_to
3,Khakas,Arabic,derived_from
6,Khakas,Khakas,has_suffix
5,Khakas,Khakas,has_prefix_with_root
2,Khakas,Khakas,compound_of
5,Khakas,Old Turkic,derived_from
3,Khakas,Old Turkic,etymologically_related_to
3,Khakas,Mongolian,etymologically_related_to
1,Khakas,Kazakh,etymologically_related_to
1,Khakas,Tuvan,etymologically_related_to
1,Khakas,Uzbek,etymologically_related_to
2,Khakas,Karaim,etymologically_related_to
2,Khakas,Undetermined,etymologically_related_to
1,Khakas,Uyghur,etymologically_related_to
1,Khakas,Tatar,etymologically_related_to
1,Khakas,Crimean Tatar,etymologically_related_to
1,Khakas,Written Oirat,borrowed_from
47,Komi-Permyak,Proto-Uralic,inherited_from
38,Komi-Permyak,Proto-Uralic,etymologically_related_to
2,Komi-Permyak,Proto-Uralic,derived_from
14,Komi-Permyak,Proto-Finno-Ugric,inherited_from
3,Komi-Permyak,Russian,borrowed_from
4,Komi-Permyak,Russian,etymologically_related_to
1,Komi-Permyak,Russian,derived_from
27,Komi-Permyak,Proto-Permic,inherited_from
4,Komi-Permyak,Proto-Indo-European,derived_from
1,Komi-Permyak,Proto-Indo-European,etymologically_related_to
13,Komi-Permyak,Proto-Finno-Permic,inherited_from
1,Komi-Permyak,Proto-Indo-Iranian,derived_from
2,Komi-Permyak,Komi-Permyak,has_suffix
1,Komi-Permyak,Komi-Permyak,has_prefix_with_root
4,Komi-Permyak,Komi-Permyak,etymologically_related_to
2,Komi-Permyak,Komi-Permyak,compound_of
3,Tuvan,Tuvan,doublet_with
27,Tuvan,Tuvan,etymologically_related_to
1,Tuvan,Tuvan,back-formation_from
52,Tuvan,Tuvan,compound_of
104,Tuvan,Tuvan,has_prefix_with_root
107,Tuvan,Tuvan,has_suffix
254,Tuvan,Proto-Turkic,inherited_from
22,Tuvan,Proto-Turkic,derived_from
4,Tuvan,Proto-Turkic,etymologically_related_to
43,Tuvan,Proto-Mongolic,derived_from
1,Tuvan,Proto-Mongolic,inherited_from
12,Tuvan,Russian,borrowed_from
3,Tuvan,Russian,derived_from
3,Tuvan,Mongolian,derived_from
2,Tuvan,Mongolian,calque_of
7,Tuvan,Mongolian,etymologically_related_to
2,Tuvan,Mongolian,borrowed_from
1,Tuvan,Arabic,derived_from
2,Tuvan,Old Turkic,derived_from
35,Tuvan,Classical Mongolian,borrowed_from
5,Tuvan,Classical Mongolian,derived_from
2,Tuvan,Mandarin,derived_from
1,Tuvan,Undetermined,etymologically_related_to
1,Tuvan,Common Turkic,inherited_from
5,Tuvan,Khakas,etymologically_related_to
3,Tuvan,Southern Altai,etymologically_related_to
2,Tuvan,Kazakh,etymologically_related_to
2,Tuvan,Manchu,derived_from
7,Tuvan,Written Oirat,borrowed_from
1,Tuvan,Written Oirat,etymologically_related_to
1,Tuvan,Middle Mongolian,borrowed_from
1,Tuvan,Middle Mongolian,derived_from
1,Tuvan,Middle Mongolian,etymologically_related_to
2,Tuvan,Classical Tibetan,derived_from
1,Tuvan,Turkish,etymologically_related_to
1,Tuvan,Chinese,derived_from
1,Drung,Proto-Sino-Tibetan,inherited_from
33,Old Georgian,Proto-Georgian-Zan,etymologically_related_to
53,Old Georgian,Proto-Georgian-Zan,derived_from
45,Old Georgian,Proto-Georgian-Zan,inherited_from
1,Old Georgian,Proto-Georgian-Zan,has_prefix
1,Old Georgian,Proto-Georgian-Zan,has_prefix_with_root
70,Old Georgian,Proto-Kartvelian,derived_from
40,Old Georgian,Proto-Kartvelian,inherited_from
26,Old Georgian,Proto-Kartvelian,etymologically_related_to
47,Old Georgian,Georgian,etymologically_related_to
26,Old Georgian,Old Georgian,etymologically_related_to
4,Old Georgian,Old Georgian,has_affix
2,Old Georgian,Old Georgian,has_prefix_with_root
2,Old Georgian,Old Georgian,has_suffix
6,Old Georgian,Old Georgian,doublet_with
22,Old Georgian,Old Georgian,compound_of
4,Old Georgian,Svan,etymologically_related_to
8,Old Georgian,Proto-Indo-European,derived_from
2,Old Georgian,Proto-Indo-European,etymologically_related_to
22,Old Georgian,Ancient Greek,derived_from
3,Old Georgian,Ancient Greek,etymologically_related_to
13,Old Georgian,Ancient Greek,borrowed_from
2,Old Georgian,Ancient Greek,calque_of
36,Old Georgian,Old Armenian,borrowed_from
21,Old Georgian,Old Armenian,etymologically_related_to
18,Old Georgian,Old Armenian,derived_from
2,Old Georgian,Old Armenian,has_affix
1,Old Georgian,Koine Greek,borrowed_from
1,Old Georgian,Akkadian,derived_from
3,Old Georgian,Laz,etymologically_related_to
3,Old Georgian,Mingrelian,etymologically_related_to
2,Old Georgian,Undetermined,etymologically_related_to
2,Old Georgian,Middle Persian,derived_from
1,Old Georgian,Middle Persian,borrowed_from
4,Old Georgian,Middle Persian,etymologically_related_to
2,Old Georgian,Arabic,derived_from
2,Old Georgian,Latin,etymologically_related_to
1,Old Georgian,Latin,derived_from
1,Old Georgian,Proto-Iranian,etymologically_related_to
2,Old Georgian,Persian,borrowed_from
1,Old Georgian,Classical Syriac,derived_from
1,Old Georgian,Classical Syriac,borrowed_from
1,Old Georgian,Byzantine Greek,etymologically_related_to
2,Michoacán Nahuatl,Proto-Nahuan,inherited_from
2,Michoacán Nahuatl,Michoacán Nahuatl,has_suffix
1,Michoacán Nahuatl,Michoacán Nahuatl,has_prefix_with_root
1,Tolomako,Proto-Eastern Malayo-Polynesian,inherited_from
1,Tolomako,Proto-Central-Eastern Malayo-Polynesian,inherited_from
1,Tolomako,Proto-Malayo-Polynesian,inherited_from
21,Asi,Proto-Malayo-Polynesian,inherited_from
4,Asi,Proto-Malayo-Polynesian,derived_from
3,Asi,Proto-Malayo-Polynesian,etymologically_related_to
16,Asi,Proto-Austronesian,inherited_from
4,Asi,Proto-Austronesian,derived_from
2,Asi,Proto-Austronesian,etymologically_related_to
7,Asi,Proto-Philippine,inherited_from
12,Asi,Spanish,borrowed_from
2,Asi,Spanish,derived_from
1,Asi,Taíno,etymologically_related_to
2,Asi,Malayalam,etymologically_related_to
1,Asi,Latin,derived_from
1,Asi,Classical Nahuatl,derived_from
2,Asi,Asi,has_suffix
3,Asi,Asi,has_prefix
3,Asi,Asi,has_prefix_with_root
2,Mapudungun,Spanish,borrowed_from
15,Mapudungun,Mapudungun,etymologically_related_to
1,'Are'are,Proto-Eastern Malayo-Polynesian,inherited_from
1,'Are'are,Proto-Central-Eastern Malayo-Polynesian,derived_from
7,'Are'are,Proto-Malayo-Polynesian,inherited_from
1,'Are'are,Proto-Malayo-Polynesian,etymologically_related_to
2,'Are'are,Proto-Austronesian,etymologically_related_to
6,'Are'are,Proto-Austronesian,inherited_from
2,'Are'are,Proto-Oceanic,inherited_from
5,'Are'are,Are'are,compound_of
1,Arosi,Proto-Malayo-Polynesian,inherited_from
1,Central Tagbanwa,Proto-Malayo-Polynesian,inherited_from
5,Kambera,Proto-Malayo-Polynesian,inherited_from
5,Kambera,Proto-Austronesian,inherited_from
2,Kambera,Proto-Central-Eastern Malayo-Polynesian,inherited_from
1,Kambera,Proto-Central-Eastern Malayo-Polynesian,derived_from
27,Kambera,Kambera,has_prefix_with_root
26,Kambera,Kambera,has_prefix
24,Kambera,Kambera,compound_of
1,Kambera,Musi,etymologically_related_to
1,Raga,Proto-Eastern Malayo-Polynesian,inherited_from
1,Raga,Proto-Central-Eastern Malayo-Polynesian,derived_from
1,Raga,Proto-Malayo-Polynesian,inherited_from
4,Tae',Proto-Malayo-Polynesian,inherited_from
1,Tae',Proto-Malayo-Polynesian,derived_from
2,Tae',Proto-South Sulawesi,inherited_from
1,Tae',Proto-South Sulawesi,derived_from
1,Tae',Proto-Austronesian,inherited_from
1,Tae',Malay,borrowed_from
1,Tae',Proto-Malayic,derived_from
1,Tae',Proto-Malayo-Chamic,derived_from
1,Tae',Tae',compound_of
13,Tsakonian,Doric Greek,inherited_from
1,Tsakonian,Proto-Indo-European,derived_from
6,Tsakonian,Proto-Indo-European,inherited_from
21,Tsakonian,Ancient Greek,inherited_from
10,Tsakonian,Ancient Greek,etymologically_related_to
4,Tsakonian,Proto-Hellenic,inherited_from
19,Chechen,Russian,borrowed_from
1,Chechen,Russian,derived_from
2,Chechen,Russian,etymologically_related_to
124,Chechen,Proto-Nakh,inherited_from
1,Chechen,Proto-Nakh,etymologically_related_to
19,Chechen,Persian,derived_from
7,Chechen,Chechen,etymologically_related_to
6,Chechen,Chechen,compound_of
1,Chechen,Chechen,has_affix
1,Chechen,Chechen,has_prefix_with_root
1,Chechen,Chechen,has_suffix
7,Chechen,Old Armenian,derived_from
1,Chechen,Old Armenian,borrowed_from
2,Chechen,Georgian,derived_from
4,Chechen,Georgian,etymologically_related_to
2,Chechen,Georgian,borrowed_from
24,Chechen,Arabic,derived_from
3,Chechen,Arabic,borrowed_from
1,Chechen,Armenian,etymologically_related_to
1,Chechen,Turkish,etymologically_related_to
1,Chechen,Proto-Turkic,derived_from
1,Chechen,Ossetian,borrowed_from
1,Chechen,Italian,etymologically_related_to
113,Ingush,Proto-Nakh,inherited_from
1,Ingush,Georgian,etymologically_related_to
1,Ingush,Arabic,derived_from
3,Ingush,Ingush,has_affix
2,Ingush,Ingush,etymologically_related_to
2,Western Yugur,Proto-Turkic,inherited_from
1,Western Yugur,Proto-Turkic,derived_from
3,Penrhyn,Proto-Oceanic,inherited_from
3,Penrhyn,Proto-Malayo-Polynesian,inherited_from
2,Penrhyn,Proto-Polynesian,inherited_from
1,Penrhyn,Proto-Austronesian,inherited_from
5,Penrhyn,Penrhyn,compound_of
1,Pileni,Proto-Malayo-Polynesian,inherited_from
1,Pileni,Proto-Polynesian,inherited_from
11,Zacatepec Chatino,Proto-Zapotecan,inherited_from
14,Zacatepec Chatino,Proto-Chatino,inherited_from
2,Zacatepec Chatino,Proto-Chatino,etymologically_related_to
31,Zacatepec Chatino,Zacatepec Chatino,compound_of
2,Zacatepec Chatino,Zacatepec Chatino,doublet_with
4,Zacatepec Chatino,Spanish,borrowed_from
7,Zacatepec Chatino,Proto-Oto-Manguean,inherited_from
26,Thao,Proto-Austronesian,inherited_from
3,Thao,Proto-Austronesian,derived_from
1,Thao,Mandarin,etymologically_related_to
1,Thao,Mandarin,borrowed_from
8,Thao,Thao,etymologically_related_to
4,Thao,Hokkien,borrowed_from
36,Kaqchikel,Proto-Mayan,inherited_from
4,Kaqchikel,Spanish,borrowed_from
1,Kaqchikel,Spanish,etymologically_related_to
1,Kaqchikel,Spanish,derived_from
1,Kaqchikel,Spanish,calque_of
1,Kaqchikel,Kaqchikel,etymologically_related_to
2,Nauruan,Proto-Eastern Malayo-Polynesian,inherited_from
2,Nauruan,Proto-Central-Eastern Malayo-Polynesian,inherited_from
6,Nauruan,Proto-Malayo-Polynesian,inherited_from
6,Nauruan,Proto-Austronesian,inherited_from
6,Nauruan,Proto-Oceanic,inherited_from
